ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,,,label,,,detailed-label
1540545547.21712,C8OcnA3bWVLSt5dQbf,192.168.1.132,42057,192.168.1.1,53,udp,dns,0.000498,41,41,SF,-,-,0,Dd,1,69,1,69,-,,,benign,,,-
1540545547.21811,ClCyKu4VXQQSSobi8,192.168.1.132,58987,192.168.1.1,53,udp,dns,0.0005,41,57,SF,-,-,0,Dd,1,69,1,85,-,,,benign,,,-
1540545547.35878,CBkecA1Pj5ZgxAIAMi,192.168.1.132,39542,192.168.1.1,53,udp,dns,0.000499,41,41,SF,-,-,0,Dd,1,69,1,69,-,,,benign,,,-
1540545547.36003,CAPFKeshG8EgbN8,192.168.1.132,44238,192.168.1.1,53,udp,dns,0.000499,41,57,SF,-,-,0,Dd,1,69,1,85,-,,,benign,,,-
1540545547.5112,CJAuEI2q6uXpb8dyVf,192.168.1.132,35692,192.168.1.1,53,udp,dns,0.0005,41,41,SF,-,-,0,Dd,1,69,1,69,-,,,benign,,,-
1540545547.5122,CKjPF8kTl9dj2Djmk,192.168.1.132,55713,192.168.1.1,53,udp,dns,0.0005,41,57,SF,-,-,0,Dd,1,69,1,85,-,,,benign,,,-
1540545547.51319,C6t5I434aMQh46qNHh,192.168.1.132,60902,130.211.67.12,80,tcp,http,125.21436,910,182,RSTR,-,-,0,ShADadfr,7,1202,6,434,-,,,benign,,,-
1540546342.57353,CXE9W73ARSXvekc7zl,192.168.1.132,53721,2.16.60.82,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540546342.51457,CLmNqS1wVzSMQE0Ci6,192.168.1.132,38092,192.168.1.1,53,udp,dns,0.058485,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540546435.58555,CRBVbs1mwnvbI8ZHjg,192.168.1.132,58805,216.239.35.8,123,udp,-,0.016969,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540546651.70212,C7eJcB3DaLYw7Knw09,192.168.1.132,55520,216.239.35.0,123,udp,-,0.109427,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540546960.91262,CDjRbg4l3sbCPrEpmh,192.168.1.132,35983,216.239.35.4,123,udp,-,0.11668,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540547242.64751,CaITg437HfJAXTXZ44,192.168.1.132,53722,2.16.60.82,443,tcp,-,0.011493,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540547242.5803,ChD10Y1fVGrFvMpD6g,192.168.1.132,43799,192.168.1.1,53,udp,dns,0.066709,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540547904.1304,Caxyou4MZpRXfDBG8h,192.168.1.132,51285,216.239.35.12,123,udp,-,0.270107,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540469198.47755,CkHQfG3B034MyvP3W,192.168.1.132,37653,104.155.18.91,443,tcp,-,78840.329305,25624,22995,OTH,-,-,0,AaDd,3291,157263,2667,129675,-,,,benign,,,-
1540477674.05409,ClZeN63S7LbgEs2ZNk,192.168.1.132,1900,239.255.255.250,1900,udp,-,70334.105742,2550936,0,S0,-,-,0,D,8124,2778408,0,0,-,,,benign,,,-
